Date,End_Assymetry,End_Border_def,End_Border_frc,End_Border_colour,End_Border_dimension
'27/09/2021 08:39:43,'27/09/2021 08:39:43,'27/09/2021 08:39:43,'27/09/2021 08:39:43,'27/09/2021 08:39:43,'27/09/2021 08:39:43
