Image,Date,Start_Assymetry,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Start_Border_def,Border_def,End_Border_def,Start_Border_frc,Border_frc,End_Border_frc,Start_Border_colour,Colour,End_Border_colour,Start_Border_dimension,Dimension,End_Border_dimension
Images/Paint/M03-F1-001.jpg,'29/09/2021 20:56:26,'29/09/2021 20:56:26,914976,1008945,1923921,'29/09/2021 22:16:18,'29/09/2021 22:16:18,514191,'29/09/2021 22:16:19,'29/09/2021 22:16:19,1.2647712420923742,'29/09/2021 22:17:42,'29/09/2021 22:17:42,78876320.0,'29/09/2021 22:20:32,'29/09/2021 22:20:32,9704983,'29/09/2021 22:23:11
