Image,Date,Start_Assymetry,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Start_Border_def,Border_def,End_Border_def,Start_Border_frc,Border_frc,End_Border_frc,Start_Border_colour,Colour,End_Border_colour,Start_Border_dimension,Dimension,End_Border_dimension
Images/Paint/M03-F1-001.jpg,'29/09/2021 07:34:27,'29/09/2021 07:34:27,914976,1008945,1923921,'29/09/2021 08:41:08,'29/09/2021 08:41:08,514191,'29/09/2021 08:41:09,'29/09/2021 08:41:09,1.2647712420923742,'29/09/2021 08:42:10,'29/09/2021 08:42:10,78876320.0,'29/09/2021 08:44:16,'29/09/2021 08:44:16,9704983,'29/09/2021 08:46:17
