Image,Date,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Border_def,End_Border_def,Border_frc,End_Border_frc,Colour,End_Border_colour,Dimension,End_Border_dimension
Images/FirstImages/assymetrytest.png,23/09/2021 07:38:38,414,390,804,23/09/2021 07:39:24,0,23/09/2021 07:39:24,0.9490589561750855,23/09/2021 07:39:24,0.0,23/09/2021 07:39:25,51387,23/09/2021 07:39:25
