Image,Date,Start_Assymetry,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Start_Border_def,Border_def,End_Border_def,Start_Border_frc,Border_frc,End_Border_frc,Start_Border_colour,Colour,Start_Border_colour,End_Border_dimension,Dimension,End_Border_dimension
Images/Paint/M01-F1-001.jpg,23-09-21 07:40,23-09-21 07:40,776825,754077,1530902,23-09-21 08:43,23-09-21 08:43,291248,23-09-21 08:43,23-09-21 08:43,1.192841099,23-09-21 08:43,23-09-21 08:43,52452460,23-09-21 08:45,23-09-21 08:45,6319579,23-09-21 08:46
