Image,Date,Start_Assymetry,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Start_Border_def,Border_def,End_Border_def,Start_Border_frc,Border_frc,End_Border_frc,Start_Border_colour,Colour,End_Border_colour,Start_Border_dimension,Dimension,End_Border_dimension
Images/Paint/M02-F1-001.jpg,'28/09/2021 07:16:39,'28/09/2021 07:16:39,641155,376055,1017210,'28/09/2021 08:18:29,'28/09/2021 08:18:29,411817,'28/09/2021 08:18:29,'28/09/2021 08:18:29,1.2419865827336336,'28/09/2021 08:19:27,'28/09/2021 08:19:27,72192120.0,'28/09/2021 08:22:02,'28/09/2021 08:22:02,8603910,'28/09/2021 08:23:50
