Image,Date,Start_Assymetry,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Start_Border_def,Border_def,End_Border_def,Start_Border_frc,Border_frc,End_Border_frc,Start_Border_colour,Colour,End_Border_colour,Start_Border_dimension,Dimension,End_Border_dimension
Images/Paint/M04-F1-001.jpg,'30/09/2021 07:33:43,'30/09/2021 07:33:43,1590678,1538441,3129119,'30/09/2021 10:01:41,'30/09/2021 10:01:41,487389,'30/09/2021 10:01:41,'30/09/2021 10:01:41,1.2418923693954564,'30/09/2021 10:02:51,'30/09/2021 10:02:51,47944028.0,'30/09/2021 10:04:48,'30/09/2021 10:04:48,5786537,'30/09/2021 10:07:07
