Image,Date,Start_Assymetry,Assymetry_x,Assymetry_y,Assymetry_tot,End_Assymetry,Start_Border_def,Border_def,End_Border_def,Start_Border_frc,Border_frc,End_Border_frc,Start_Border_colour,Colour,End_Border_colour,Start_Border_dimension,Dimension,End_Border_dimension
Images/FirstImages/assymetrytest.png,'28/09/2021 07:10:34,'28/09/2021 07:10:34,414,390,804,'28/09/2021 07:11:26,'28/09/2021 07:11:26,0,'28/09/2021 07:11:26,'28/09/2021 07:11:26,0.9490589561750855,'28/09/2021 07:11:26,'28/09/2021 07:11:26,0.0,'28/09/2021 07:11:27,'28/09/2021 07:11:27,51387,'28/09/2021 07:11:28
